Agreement Date,Institution Name,Plan Name,Availability of Credit Card Plan,Location,APR,Index,Variable Rate Index,Grace Period,Annual Fee,Late Fee,Telephone Number for Consumers
1994-01-31,FIRST-CITIZENS BANK & TRUST COMPANY,MASTERCARD,Single State,NC,18,F,,25,15,,(919) 779-8540
1994-01-31,"FIRST SECURITY BANK OF NEW MEXICO, NATIONAL ASSOCIATION",MASTERCARD,Regional,R,15.5,V,Prime,25,0,,(800) 727-7927
1994-01-31,FIRST NH BANK,MASTERCARD,Regional,R,14.9,V,Prime,25,20,,(603) 634-6802
1994-01-31,FIRST HAWAIIAN BANK,MASTERCARD,Single State,HI,16.5,F,,25,15,,(800) 843-8411
1994-01-31,FIRST CONSUMERS NATIONAL BANK,MASTERCARD,National,N,18.9,V,Prime,30,20,,(800) 876-3262
1994-01-31,FIRST ALABAMA BANK,MASTERCARD,Regional,R,19.5,F,,25,15,,(800) 828-6893
1994-01-31,EUROPEAN AMERICAN BANK,MASTERCARD,Regional,R,16.75,F,,25,20,,(516) 296-6028
1994-01-31,COMPASS BANK,MASTERCARD,Regional,R,15.9,V,Prime,25,20,,(800) 239-5175
1994-01-31,CHEMICAL BANK,MASTERCARD,National,N,17.8,F,,25,20,,(800) 648-3355
1994-01-31,CENTRAL FIDELITY NATIONAL BANK,MASTERCARD,Single State,VA,15.6,F,,25,15,,(800) 388-5634
1994-01-31,BRANCH BANKING AND TRUST COMPANY,MASTERCARD,Regional,R,18,F,,25,15,,(800) 476-4228
1994-01-31,BOATMEN'S BANK OF DELAWARE,MASTERCARD,Regional,R,15.3,V,Prime,25,0,,(800) 466-6420
1994-01-31,"BANK ONE, CLEVELAND, NATIONAL ASSOCIATION",MASTERCARD,Single State,OH,13.9,V,Prime,25,20,,(216) 352-5993
1994-01-31,"BANK OF NEW YORK (DELAWARE), THE",MASTERCARD,National,N,11,V,Prime,0,0,,(800) 942-1977
1994-01-31,ASSOCIATES NATIONAL BANK (DELAWARE),MASTERCARD,National,N,16.4,V,Prime,30,0,,(800) 533-5600
1994-01-31,AFBA INDUSTRIAL BANK,VISA,National,N,12.5,V,Prime,25,0,,(800) 473-5252
1994-01-31,"BANK IV KANSAS, NATIONAL ASSOCIATION",VISA,National,N,17.76,F,,25,15,,(800) 333-5221
1994-01-31,BANK OF DELAWARE,VISA,National,N,17.9,F,,25,18,,(800) 762-2273
1994-01-31,"BANK ONE, AKRON, NATIONAL ASSOCIATION",VISA,Single State,OH,15.9,V,Prime,25,0,,(216) 972-1322
1994-01-31,"BANK ONE, CINCINNATI, NATIONAL ASSOCIATION",VISA,National,N,19.8,V,Prime,25,20,,(513) 985-5706
1994-01-31,"BANK ONE, YOUNGSTOWN, NATIONAL ASSOCIATION",VISA,National,N,15.9,V,Prime,25,20,,(216) 743-8024
1994-01-31,BROADWAY NATIONAL BANK,VISA,Single State,TX,13.92,V,Six-month T-bill,0,0,,
1994-01-31,CENTRAL BANK,VISA,Regional,R,18,F,,25,12,,
1994-01-31,COLORADO NATIONAL BANK,VISA,Regional,R,14.9,V,Prime,25,12,,(800) 933-4433
1994-01-31,"CORESTATES BANK OF DELAWARE, NATIONAL ASSOCIATION",VISA,Regional,R,17.8,V,Prime,25,20,,(800) 833-3010
1994-01-31,"EQUITY BANK FOR SAVINGS, F.A.",VISA,Regional,R,17.9,F,,30,15,,(800) 456-2273
1994-01-31,FCC NATIONAL BANK,VISA,National,N,19.8,V,Prime,25,20,,(800) 368-4535
1994-01-31,"FIRST FIDELITY BANK, NATIONAL ASSOCIATION",VISA,Regional,R,14.8,V,Prime,25,15,,(800) 338-0644
1994-01-31,"FIRST NATIONAL BANK OF ATLANTA, THE",VISA,National,N,8.9,V,Prime,25,39,,(800) 842-3262
1994-01-31,FIRST NATIONAL BANK OF OMAHA,VISA,National,N,19.75,V,Other,0,0,,(800) 688-7070
1994-01-31,"FIRST SECURITY BANK OF IDAHO, NATIONAL ASSOCIATION",VISA,Single State,ID,14.9,V,Prime,25,0,,(800) 445-2689
1994-01-31,"FIRST SECURITY BANK OF UTAH, NATIONAL ASSOCIATION",VISA,Single State,UT,14.9,V,Prime,25,0,,(800) 445-2689
1994-01-31,FIRST USA BANK,VISA,Regional,R,12.9,V,Prime,25,0,,(800) 955-9900
1994-01-31,FIRST VIRGINIA BANK,VISA,Regional,R,16.98,F,,25,15,,(800) 634-8803
1994-01-31,"FIRSTIER BANK, NATIONAL ASSOCIATION, LINCOLN",VISA,Regional,R,18,F,,25,18,,(800) 432-3209
1994-01-31,JCPENNEY NATIONAL BANK,VISA,National,N,19.5,F,,25,15,,(800) 247-4714
1994-01-31,MANUFACTURERS AND TRADERS TRUST COMPANY,VISA,Single State,NY,13.25,V,Prime,25,25,,(800) 724-3222
1994-01-31,NATIONAL WESTMINSTER BANK USA,VISA,Regional,R,15.9,V,Prime,25,20,,(516) 420-1122
1994-01-31,"NATIONSBANK OF DELAWARE, N.A.",VISA,National,N,17.9,F,,25,18,,(800) 732-9194
1994-01-31,PEOPLE'S BANK,VISA,National,N,11.5,F,,25,25,,(203) 426-1114
1994-01-31,"PNC BANK, OHIO, NATIONAL ASSOCIATION",VISA,Regional,R,18.9,V,Prime,25,18,,(513) 651-8072
1994-01-31,PNC NATIONAL BANK,VISA,National,N,17.99,F,,25,18,,(800) 762-2273
1994-01-31,S & T BANK,VISA,National,N,9.96,F,,25,15,,(412) 479-5030
1994-01-31,"SECURITY NATIONAL BANK AND TRUST COMPANY OF NORMAN, THE",VISA,Regional,R,13.12,V,Three-month T-bill,30,18,,(800) 356-8085
1994-01-31,SIGNET BANK/VIRGINIA,VISA,National,N,19.8,F,,25,18,,(800) 955-7070
1994-01-31,SOCIETY NATIONAL BANK,VISA,Regional,R,12.74,V,Six-month T-bill,25,20,,(216) 689-7770
1994-01-31,"STAR BANK, NATIONAL ASSOCIATION",VISA,Regional,R,14.5,V,Prime,25,20,,
1994-01-31,STATE SAVINGS BANK,VISA,Single State,OH,14.88,F,,30,0,,(800) 421-9543
1994-01-31,UNITED NATIONAL BANK,VISA,Regional,R,9.99,F,,30,0,,(800) 242-7600
1994-01-31,INTEGRA BANK/PITTSBURGH,INTEGRA CARD SERVICES,Regional,R,14.9,V,Three-month T-bill,25,15,,(412) 644-7554
1994-01-31,IDAHO FIRST BANK,GOLD VISA / MASTERCARD,Regional,R,9.47,V,One-year T-bill,25,35,,(208) 387-3640
1994-01-31,"FIRST FINANCIAL BANK, FEDERAL SAVINGS BANK",FIRST FINANCIAL VISA.,National,N,17.8,F,,25,15,,(800) 472-4684
1994-01-31,"BANK OF BALTIMORE, THE",VISA,National,N,15.9,F,,25,15,,(800) 252-9002
1994-01-31,FIRST BANK OF SOUTH DAKOTA (NATIONAL ASSOCIATION),FIRST BANK VISA,National,N,14.9,V,Prime,25,20,,(800) 285-8585
1994-01-31,"FIRSTAR BANK MILWAUKEE, NATIONAL ASSOCIATION",ELAN MASTERCARD AND VISA.,Regional,R,18,F,,25,15,,(800) 765-4357
1994-01-31,GREENWOOD TRUST COMPANY,DISCOVER CARD,National,N,14.9,V,Prime,25,0,,(800) 347-2683
1994-01-31,DIAL BANK,DIAL BANK MASTERCARD/VISA,National,N,19.8,F,,25,20,,(605) 336-3933
1994-01-31,COMERICA BANK,COMERICA CLASSIC CARD.,National,N,16.75,F,,25,15,,(800) 841-0012
1994-01-31,FLEET NATIONAL BANK,CLASSIC VISA & MASTERCARD,National,N,14.4,V,Prime,25,25,,(800) 537-3777
1994-01-31,"FLEET BANK, NATIONAL ASSOCIATION",CLASSIC VISA & MASTERCARD,National,N,14.4,V,Prime,25,25,,(800) 537-3777
1994-01-31,"FLEET BANK OF MASSACHUSETTS, NATIONAL ASSOCIATION",CLASSIC VISA & MASTERCARD,National,N,14.4,V,Prime,25,25,,(800) 537-3777
1994-01-31,UNITED STATES NATIONAL BANK OF OREGON,CLASSIC VISA / MASTERCARD,Single State,OR,15.4,V,Prime,25,15,,(800) 445-9934
1994-01-31,OHIO SAVINGS BANK,VISA CARD,Regional,R,14.75,F,,25,25,,(216) 622-4111
1994-01-31,"BARNETT BANK OF BROWARD COUNTY, N.A.",CLASSIC VISA,Single State,FL,15.9,V,Prime,25,0,,(800) 323-6276
1994-01-31,"WEST ONE BANK, IDAHO",CLASSIC MASTERCARD / VISA,National,N,14.47,V,One-year T-bill,25,20,,(208) 387-3640
1994-01-31,"FIRST OF AMERICA BANK-MICHIGAN, N.A.",CLASSIC FIXED RATE MASTERCARD/VISA.,Single State,MI,18,F,,25,20,,(800) 423-3883
1994-01-31,BAYBANK,MASTERCARD CLASSIC,National,N,14.9,V,Prime,25,21,,(800) 221-3393
1994-01-31,"SUNTRUST BANKCARD, NATIONAL ASSOCIATION",CLASSIC CARD,Regional,R,14.9,V,Prime,25,26,,(800) 432-4932
1994-01-31,CITIZENS TRUST COMPANY,CITIZENS VISA CLASSIC,National,N,14.5,F,,0,0,,(800) 922-9999
1994-01-31,BANK OF MONTANA,BANK OF MONTANA BANCARD - MASTERCARD,National,N,11.75,V,Prime,25,19,,(800) 735-5536
1994-01-31,BANK OF HOVEN,BANK OF HOVEN VISA,National,N,21,F,,25,39,,(605) 339-0128
1994-01-31,"FIRST INTERSTATE BANK OF ARIZONA, NATIONAL ASSOCIATION",VISA / STANDARD CARD,National,N,17.9,F,,25,20,,(800) 955-5050
1994-01-31,FIRST INTERSTATE BANK OF CALIFORNIA,VISA STANDARD CARD,Single State,CA,15.9,V,Prime,25,20,,(800) 955-5050
1994-01-31,"AMERICAN SAVINGS BANK, F. A.",VISA CLASSIC,Single State,CA,18.9,F,,25,18,,(800) 788-7000
1994-01-31,BANK OF AMERICA NATIONAL ASSOCIATION,VISA CLASSIC,Regional,R,16.9,V,Prime,25,18,,(800) 243-7762
1994-01-31,BANK OF AMERICA NATIONAL TRUST AND SAVINGS ASSOCIATION,VISA CLASSIC,Regional,R,16.9,V,Prime,25,18,,(800) 243-7762
1994-01-31,"BANK ONE, COLUMBUS, NATIONAL ASSOCIATION",VISA CLASSIC,National,N,15.9,V,Prime,25,20,,(614) 248-9412
1994-01-31,COLUMBUS BANK AND TRUST COMPANY,VISA CLASSIC,National,N,15.9,F,,25,12,,(800) 543-8227
1994-01-31,CRESTAR BANK,VISA CLASSIC,National,N,15.9,F,,25,20,,(800) 368-7700
1994-01-31,"FIRST INTERSTATE BANK OF OREGON, NATIONAL ASSOCIATION",VISA CLASSIC,Single State,OR,19.5,V,Prime,25,25,,(805) 955-5050
1994-01-31,FIRST TENNESSEE BANK NATIONAL ASSOCIATION,VISA CLASSIC,Regional,R,15.4,V,Prime,25,18,,(800) 234-2840
1994-01-31,GE CAPITAL CONSUMER CARD COMPANY,VISA CLASSIC,National,N,19.8,F,,25,10,,(513) 677-6736
1994-01-31,LEADER FEDERAL BANK FOR SAVINGS,VISA CLASSIC,Single State,TN,15.9,F,,25,20,,(901) 578-2090
1994-01-31,SACRAMENTO SAVINGS BANK,VISA CLASSIC,Single State,CA,15,V,Prime,25,15,,(916) 974-3600
1994-01-31,SIMMONS FIRST NATIONAL BANK OF PINE BLUFF,VISA CLASSIC,Single State,AR,8,V,Federal Reserve Discount Rate,25,25,,(800) 272-2102
1994-01-31,AMERICAN EXPRESS CENTURION BANK,OPTIMA CARD,Regional,R,14.25,V,Prime,25,25,,(800) 635-5955
1994-01-31,"NORWEST BANK IOWA, NATIONAL ASSOCIATION",NORWEST MASTERCARD.,National,N,15,V,Prime,25,20,,(800) 247-8101
1994-01-31,"NORWEST BANK NEBRASKA, NATIONAL ASSOCIATION",NORWEST MASTERCARD,National,N,15,V,Prime,25,20,,(800) 247-8101
1994-01-31,BARNETT BANK OF TAMPA,CLASSIC VISA,Single State,FL,15.9,V,Prime,25,0,,(800) 323-6276
1993-07-31,SEATTLE-FIRST NATIONAL BANK,REGULAR MASTERCARD,Single State,WA,18,V,Six-month T-bill,21,18,,(800) 552-7302
1993-07-31,FLEET NATIONAL BANK,CLASSIC VISA & MASTERCARD,National,N,14.4,V,Prime,25,25,,(800) 537-3777
1993-07-31,BOATMEN'S BANK OF DELAWARE,MASTERCARD,Regional,R,15.3,V,Prime,25,20,,(800) 466-6420
1993-07-31,"BANK OF CALIFORNIA, NATIONAL ASSOCIATION, THE",STANDARD MASTERCARD,Regional,R,16.8,F,,30,15,,(800) 544-2920
1993-07-31,BRANCH BANKING AND TRUST COMPANY,MASTERCARD,Regional,R,18,F,,25,15,,(800) 476-4228
1993-07-31,FIRST-CITIZENS BANK AND TRUST COMPANY OF SOUTH CAROLINA,MASTERCARD/VISA,Single State,SC,14.88,F,,25,20,,(803) 733-2050
1993-07-31,CENTRAL CAROLINA BANK AND TRUST CO.,MASTERCARD,National,N,17.88,F,,25,18,,(800) 672-2539
1993-07-31,CENTRAL FIDELITY BANK,MASTERCARD,Single State,VA,15.6,F,,25,15,,(800) 388-5634
1993-07-31,"BANK ONE, DAYTON, NATIONAL ASSOCIATION",VISA-CLASSIC,National,N,18,F,,0,20,,(513) 449-2240
1993-07-31,DIAL BANK,MASTERCARD/VISA,National,N,19.8,F,,25,20,,(605) 336-3933
1993-07-31,CHEMICAL BANK,MASTERCARD,National,N,17.8,F,,25,20,,(800) 648-3355
1993-07-31,"BANK OF NEW YORK (DELAWARE), THE",VISA/MASTERCARD,National,N,11.9,V,Prime,30,0,,(800) 942-1977
1993-07-31,"ABBOTT BANK, THE",MASTERCARD/VISA,National,N,16.3,V,Other,25,0,,(800) 288-6844
1993-07-31,FIRST VIRGINIA BANK,VISA,Regional,R,16.98,F,,25,15,,(800) 634-8803
1993-07-31,CENTRAL BANK,VISA,Regional,R,18,F,,25,12,,
1993-07-31,"GREAT WESTERN BANK, A FEDERAL SAVINGS BANK",VISA CLASSIC,Regional,R,17.8,V,Prime,25,20,,(800) 382-3334
1993-07-31,EUROPEAN AMERICAN BANK,MASTERCARD,Regional,R,16.75,F,,25,20,,(516) 296-6028
1993-07-31,FIRST HAWAIIAN BANK,MASTERCARD,Single State,HI,16.5,F,,25,15,,(808) 844-3188
1993-07-31,FIDELITY TRUST COMPANY,MASTERCARD GOLD,National,N,15.9,V,Prime,25,0,,(800) 323-5353
1993-07-31,"FIFTH THIRD BANK, THE",SELECT VISA,Regional,R,11.9,V,Prime,30,18,,(513) 744-8573
1993-07-31,WILMINGTON TRUST COMPANY,MASTERCARD,National,N,14.75,V,Three-month T-bill,25,18,,(302) 652-2378
1993-07-31,"WELLS FARGO BANK, NATIONAL ASSOCIATION",MASTERCARD,Regional,R,19.8,F,,25,18,,(800) 642-4720
1993-07-31,USAA FEDERAL SAVINGS BANK,MASTERCARD,National,N,12.5,V,Six-month T-bill,25,0,,
1993-07-31,UNITED MISSOURI BANK U.S.A.,MASTERCARD,National,N,15.4,V,Prime,25,18,,(800) 821-5184
1993-07-31,UNION PLANTERS NATIONAL BANK,MASTERCARD,National,N,18,F,,25,15,,(800) 628-8946
1993-07-31,PNC NATIONAL BANK,VISA,National,N,17.99,F,,25,18,,(800) 762-2273
1993-07-31,UNION BANK,MASTERCARD,Single State,CA,19.8,F,,25,15,,(800) 542-6034
1993-07-31,TRUSTCO BANK NEW YORK,MASTERCARD,Single State,NY,17.9,F,,21,12,,(518) 381-3603
1993-07-31,"SUNWEST BANK OF ALBUQUERQUE, NATIONAL ASSOCIATION",MASTERCARD,National,N,13.3,V,Prime,30,20,,(800) 552-5356
1993-07-31,SOUTHERN NATIONAL BANK OF NORTH CAROLINA,MASTERCARD,Regional,R,11.9,V,Prime,25,24,,(800) 289-6404
1993-07-31,FIRST INTERSTATE BANK OF CALIFORNIA,MASTERCARD,Single State,CA,17.9,F,,25,20,,(800) 955-5050
1993-07-31,PRIMERICA BANK,MASTERCARD,National,N,14.75,V,Prime,25,0,,(800) 772-7775
1993-07-31,"NBD BANK, NATIONAL ASSOCIATION",MASTERCARD,Regional,R,16.8,F,,25,15,,(800) 766-4623
1993-07-31,NATIONAL WESTMINSTER BANK NJ,MASTERCARD,Regional,R,15.9,V,Prime,25,15,,(516) 420-1122
1993-07-31,"NATIONAL CITY BANK, KENTUCKY",MASTERCARD,National,N,18.9,F,,25,16,,(800) 727-8686
1993-07-31,"NATIONAL CITY BANK, INDIANA",MASTERCARD,Single State,IN,17.8,F,,25,15,,(317) 267-6161
1993-07-31,"NATIONAL BANK OF SOUTH CAROLINA, THE",MASTERCARD,Single State,SC,16.92,F,,0,0,,(803) 775-1236
1993-07-31,NATIONAL BANK OF COMMERCE,MASTERCARD,Regional,R,19.8,V,Prime,25,15,,(901) 529-6259
1993-07-31,MELLON BANK (DE) NATIONAL ASSOCIATION,MASTERCARD,Regional,R,13.9,V,Prime,25,35,,(800) 753-7011
1993-07-31,"MBNA AMERICA BANK, NATIONAL ASSOCIATION",MASTERCARD,National,N,17.9,F,,25,40,,(800) 847-7378
1993-07-31,"MARINE MIDLAND BANK, N.A.",MASTERCARD,National,N,19.8,F,,25,20,,(800) 962-7463
1993-07-31,LIBERTY NATIONAL BANK AND TRUST COMPANY OF LOUISVILLE,MASTERCARD,National,N,18,F,,30,20,,(502) 589-3111
1993-07-31,"HUNTINGTON NATIONAL BANK, THE",MASTERCARD,Regional,R,18.9,F,,25,18,,(614) 480-2719
1993-07-31,FIRST NATIONAL BANK IN ALBUQUERQUE,MASTERCARD,Regional,R,15.5,V,Prime,25,0,,(800) 727-7927
1993-07-31,FIRST-CITIZENS BANK & TRUST COMPANY,MASTERCARD,Single State,NC,18,F,,25,15,,(919) 779-8540
1993-07-31,FIRST NH BANK,MASTERCARD,Regional,R,14.9,V,Prime,25,20,,(603) 634-6802
1993-07-31,FIRST USA BANK,VISA,Regional,R,12.9,V,Prime,25,0,,(800) 955-9900
1993-07-31,"CHEVY CHASE SAVINGS BANK, FEDERAL SAVINGS BANK",VISA GOLD,National,N,16.9,F,,30,40,,(800) 937-5000
1993-07-31,"CHASE MANHATTAN BANK (USA), THE",VISA/MASTERCARD,National,N,19.8,F,,30,20,,(800) 441-7681
1993-07-31,KEY BANK OF WASHINGTON,VISA CLASSIC VARIABLE RATE,Single State,WA,14.9,V,Prime,25,18,,(800) 444-4539
1993-07-31,"BANK OF BALTIMORE, THE",VISA/MASTERCARD AFFINITY,National,N,15.9,F,,25,18,,(800) 252-9002
1993-07-31,"FIRST SECURITY BANK OF UTAH, NATIONAL ASSOCIATION",VISA,Single State,UT,14.9,V,Prime,25,20,,(800) 445-1278
1993-07-31,KEY BANK OF NEW YORK,MASTER CARD,Single State,NY,17.4,F,,25,25,,
1993-07-31,"CITIBANK (SOUTH DAKOTA), N.A.",CLASSIC VISA AND MASTERCARD,National,N,15.4,V,Prime,25,20,,(800) 950-5114
1993-07-31,"WEST ONE BANK, IDAHO",CLASSIC VISA,National,N,14.34,V,One-year T-bill,25,20,,(208) 387-3640
1993-07-31,UNITED STATES NATIONAL BANK OF OREGON,CLASSIC VISA,Single State,OR,15.4,V,Prime,25,15,,(800) 445-9934
1993-07-31,IDAHO FIRST BANK,CLASSIC VISA,National,N,14.34,V,One-year T-bill,25,20,,(208) 387-3640
1993-07-31,FIRST NATIONAL BANK OF OMAHA,VISA,National,N,19.75,V,Other,0,0,,(800) 688-7070
1993-07-31,FIRST NATIONAL BANK OF COMMERCE,VISA,Regional,R,19.8,V,Prime,25,12,,(800) 826-3390
1993-07-31,"BANK ONE, YOUNGSTOWN, NATIONAL ASSOCIATION",FLEX-VISA,National,N,17.7,F,,25,20,,(216) 742-5005
1993-07-31,OHIO SAVINGS BANK,VISA CARD,Regional,R,14.75,F,,25,25,,(216) 622-4111
1993-07-31,FLEET BANK OF NEW YORK,VISA,National,N,14.4,V,Prime,25,20,,(800) 537-3777
1993-07-31,OAK BROOK BANK,VARIABLE GOLD MASTERCARD,National,N,12.9,V,Prime,25,0,,(800) 666-1011
1993-07-31,"AMSOUTH BANK, NATIONAL ASSOCIATION",MASTER CARD,Regional,R,19.5,F,,25,15,,(205) 326-5700
1993-07-31,PROVIDIAN NATIONAL BANK,VISA GOLD,Regional,R,19.8,F,,0,0,,(800) 227-6886
1993-07-31,"FIRSTIER BANK, NATIONAL ASSOCIATION, LINCOLN",VISA,Regional,R,18,F,,25,18,,(800) 432-3209
1993-07-31,UNIVERSAL BANK,UNIVERSAL CARD,National,N,15.9,V,Prime,25,20,,(800) 423-4343
1993-07-31,"FIRST NATIONAL BANK OF ATLANTA, THE",VISA,National,N,8.9,V,Prime,25,39,,(800) 842-3262
1993-07-31,"FIRST INTERSTATE BANK OF WASHINGTON, NATIONAL ASSOCIATION",VISA,Single State,WA,17.9,F,,25,18,,(805) 955-5050
1993-07-31,FIRST UNION NATIONAL BANK OF VIRGINIA,DOMINION VISA,Regional,R,17.39,F,,25,18,,(800) 955-4670
1993-07-31,BANK OF HOVEN,VISA,National,N,21,F,,25,39,,(605) 339-0128
1993-07-31,"FIRST FIDELITY BANK, NATIONAL ASSOCIATION, NEW JERSEY",VISA,Regional,R,18.8,F,,25,15,,(800) 388-0644
1993-07-31,COMERICA BANK,COMERICA CLASSIC CARD,National,N,16.75,F,,25,15,,(800) 841-0012
1993-07-31,BANK OF AMERICA NATIONAL TRUST AND SAVINGS ASSOCIATION,VISA CLASSIC,Regional,R,16.9,V,Prime,25,0,,(800) 243-7762
1993-07-31,INTEGRA BANK/PITTSBURGH,INTEGRA CARD SERVICES,Regional,R,14.9,V,Three-month T-bill,25,15,,(412) 644-6123
1993-07-31,AMERICAN GENERAL FINANCIAL CENTER,THE MORE CARD (VISA),Regional,R,19.8,F,,25,0,,(800) 828-6673
1993-07-31,FIRST AMERICAN BANK OF VIRGINIA,1ST PERCENT VISA CLASSIC,National,N,14,V,Prime,25,20,,(800) 572-4004
1993-07-31,GE CAPITAL CONSUMER CARD COMPANY,VISA CLASSIC-AMES,National,N,19.8,F,,25,10,,(513) 677-6736
1993-07-31,"HOME SAVINGS OF AMERICA, FSB",VISA,Regional,R,13.1,V,Cost of Funds,25,18,,(800) 826-5098
1993-07-31,JCPENNEY NATIONAL BANK,VISA,National,N,19.5,F,,25,15,,(800) 247-4714
1993-07-31,BAYBANK,MASTERCARD CLASSIC,National,N,14.4,V,Prime,25,21,,(800) 221-3393
1993-07-31,FIRST BANK OF SOUTH DAKOTA (NATIONAL ASSOCIATION),VISA,National,N,14.9,V,Prime,25,20,,(800) 285-8585
1993-07-31,FCC NATIONAL BANK,VISA,National,N,19.8,V,Prime,25,20,,(800) 368-4535
1993-07-31,"EQUITY BANK FOR SAVINGS, F.A.",VISA,Regional,R,17.9,F,,30,15,,(800) 456-2273
1993-07-31,"BANK ONE, AKRON, NATIONAL ASSOCIATION",VISA,Single State,OH,19.8,F,,25,20,,(216) 972-1322
1993-07-31,"CORESTATES BANK OF DELAWARE, NATIONAL ASSOCIATION",VISA,Regional,R,17.8,V,Prime,25,20,,(800) 833-3010
1993-07-31,"SUNTRUST BANKCARD, NATIONAL ASSOCIATION",CLASSIC MASTERCARD,Regional,R,18,V,Prime,25,26,,(800) 432-4832
1993-07-31,CITIZENS TRUST COMPANY,CITIZENS VISA CLASSIC,Regional,R,14.5,F,,0,0,,(800) 922-9999
1993-07-31,FIRST ALABAMA BANK,MASTERCARD CLASSIC,Regional,R,19.5,F,,25,15,,(800) 828-0893
1993-07-31,"INTRUST BANK, NATIONAL ASSOCIATION",REGULAR MASTERCARD/VISA,National,N,16.8,F,,25,12,,(316) 383-1354
1993-07-31,FIRST UNION NATIONAL BANK OF GEORGIA,STANDARD VISA,National,N,18,F,,25,20,,(800) 359-3862
1993-07-31,"FIRST FINANCIAL BANK, FEDERAL SAVINGS BANK",FIRST FINANCIAL BANK-VISA,National,N,17.8,F,,25,15,,(800) 345-7708
1993-07-31,CENTRAL BANK OF THE SOUTH,NAME OF PLAN:  MASTERCARD,Regional,R,13,V,Prime,30,20,,(800) 239-5175
1993-07-31,"FIRSTAR BANK MILWAUKEE, NATIONAL ASSOCIATION",ELAN MASTERCARD & VISA,Regional,R,18,F,,25,15,,(414) 765-4357
1993-07-31,AMERICAN EXPRESS CENTURION BANK,OPTIMA CARD,Regional,R,14.25,V,Prime,25,15,,(800) 635-5955
1993-07-31,"NORWEST BANK IOWA, NATIONAL ASSOCIATION",NORWEST MASTERCARD,National,N,15,V,Prime,25,20,,(800) 247-8108
1993-07-31,"AMERICAN SAVINGS BANK, F. A.",VISA CLASSIC,Single State,CA,18.9,F,,25,18,,(800) 788-7000
1993-07-31,AMALGAMATED BANK OF CHICAGO,STANDARD MASTER CARD,National,N,12,V,Prime,25,0,,(800) 365-6464
1993-07-31,"BANK ONE, COLUMBUS, NATIONAL ASSOCIATION",VISA CLASSIC,National,N,15.9,V,Prime,25,20,,(614) 248-3412
1993-07-31,"HOUSEHOLD BANK CALIFORNIA, NATIONAL ASSOCIATION",REGULAR VISA,National,N,15.4,V,Prime,25,25,,(800) 477-6000
1993-07-31,"NATIONAL CITY BANK, COLUMBUS",MASTERCARD CLASSIC,National,N,19.8,F,,25,18,,(614) 863-8729
1993-07-31,HARRIS TRUST AND SAVINGS BANK,MASTERCARD/VISA CLASSIC,National,N,15.9,V,Prime,30,0,,(708) 520-6550
1993-07-31,NATIONAL CITY BANK,MASTERCARD CLASSIC,Single State,OH,17.9,F,,25,18,,(216) 476-8006
1993-07-31,FIRST DEPOSIT NATIONAL CREDIT CARD BANK,VISA GOLD,Regional,R,19.8,F,,0,0,,(800) 227-6886
1993-07-31,"FIRST OMNI BANK, NATIONAL ASSOCIATION",VISA/MASTERCARD,National,N,19.44,F,,25,18,,(800) 441-8026
1993-07-31,"BANK ONE, ARIZONA, NATIONAL ASSOCIATION",STANDARD MASTERCARD,Regional,R,19.3,V,Prime,0,25,,(800) 962-2427
1993-07-31,"FIRST INTERSTATE BANK OF NEVADA, NATIONAL ASSOCIATION",MASTERCARD STANDARD CARD,National,N,17.9,F,,25,15,,(800) 955-5050
1993-07-31,"BANK IV KANSAS, NATIONAL ASSOCIATION",VISA,National,N,17.76,F,,25,15,,(800) 333-5221
1993-07-31,AFBA INDUSTRIAL BANK,VISA,National,N,12.5,V,Prime,25,0,,(800) 473-5252
1993-07-31,"U.S. BANK, NATIONAL ASSOCIATION",AAA VISA,Regional,R,16.9,F,,25,9.5,,(800) 872-2659
1993-07-31,"BANK ONE, CINCINNATI, NATIONAL ASSOCIATION",VISA,Single State,OH,19.8,V,Prime,25,0,,(513) 576-2386
1993-07-31,"BARNETT BANK OF BROWARD COUNTY, N.A.",VISA CLASSIC,Single State,FL,18,V,Prime,25,21,,(800) 323-6178
1993-07-31,"NORWEST BANK NEBRASKA, NATIONAL ASSOCIATION",NORWEST MASTERCARD,National,N,15,V,Prime,25,20,,(800) 247-8101
1993-07-31,"COMMERCE BANK OF KANSAS CITY, NATIONAL ASSOCIATION",SPECIAL CONNECTIONS VISA/MASTERCARD,Regional,R,16.5,V,Prime,25,0,,(800) 645-2103
1993-07-31,BANK OF HAWAII,VISA CLASSIC CARD,Single State,HI,16.5,F,,25,15,,(808) 543-9611
1993-07-31,FIRST CONSUMERS NATIONAL BANK,FIRST CONSUMERS NATIONAL BANK,National,N,18.9,V,Prime,30,20,,(800) 234-3262
1993-07-31,MERCANTILE BANK OF ILLINOIS NATIONAL ASSOCIATION,MASTERCARD GOLD,Regional,R,16.92,F,,25,35,,(800) 755-4070
1993-07-31,MANUFACTURERS AND TRADERS TRUST COMPANY,VISA,Single State,NY,13.25,V,Prime,25,25,,(800) 724-3222
1993-07-31,BANK OF AMERICA NATIONAL ASSOCIATION,VISA CLASSIC,Regional,R,16.9,V,Prime,25,0,,(800) 243-7762
